id sire dam
248 203 203
249 192 213
250 206 132
251 173 225
252 205 123
253 221 220
254 129 227
255 204 205
256 112 169
257 205 225
258 184 213
259 168 132
260 116 184
261 206 185
262 113 225
263 213 112
264 181 178
265 145 147
266 230 203
267 196 117
268 126 224
269 197 149
270 153 224
271 121 229
272 189 159
273 178 204
274 176 217
275 163 111
276 169 125
277 163 202
278 157 173
279 155 137
280 148 218
281 130 227
282 227 172
283 118 115
284 207 187
285 157 157
286 123 161
287 134 162
288 193 193
289 223 157
290 157 164
291 211 113
292 181 201
293 184 209
294 180 182
295 221 193
296 117 161
297 137 198
298 192 193
299 229 225
300 229 148
301 209 221
302 168 116
303 227 146
304 138 205
305 213 156
306 130 193
307 197 230
308 178 130
309 203 179
310 225 156
311 129 181
312 192 172
313 194 113
314 178 125
315 192 116
316 130 126
317 176 192
318 162 132
319 198 113
320 182 205
321 123 173
322 140 185
323 129 121
324 117 219
325 203 193
326 177 188
327 148 174
328 193 163
329 116 156
330 123 206
331 138 216
332 161 198
333 217 203
334 145 225
335 201 128
336 129 191
337 208 193
338 134 133
339 223 157
340 221 216
341 129 205
342 115 202
343 115 194
344 146 203
345 129 178
346 172 230
347 172 173
348 183 149
349 169 174
350 184 126
351 213 163
352 213 156
353 222 214
354 163 194
355 221 221
356 112 175
357 112 131
358 152 160
359 135 218
360 161 118
361 135 227
362 218 207
363 222 118
364 163 118
365 222 223
366 230 180
367 122 130
368 163 112
369 111 146
370 204 214
371 161 215
372 193 163
373 208 181
374 198 179
375 146 130
376 129 111
377 225 155
378 155 155
379 157 150
380 171 162
381 226 118
382 218 161
383 163 203
384 215 126
385 199 212
386 205 183
387 204 204
388 113 178
389 181 161
390 193 178
391 174 190
392 222 153
393 151 148
394 193 219
395 181 172
396 207 179
397 192 210
398 230 193
399 192 222
400 188 161
401 318 345
402 290 390
403 248 281
404 295 258
405 325 281
406 371 382
407 332 387
408 251 298
409 234 341
410 377 251
411 308 322
412 258 325
413 255 305
414 245 395
415 298 260
416 383 275
417 235 351
418 330 341
419 233 362
420 337 346
421 377 374
422 328 328
423 321 388
424 300 232
425 367 298
426 254 279
427 262 309
428 275 237
429 347 268
430 372 259
431 279 336
432 251 378
433 361 243
434 249 299
435 317 243
436 271 246
437 275 372
438 364 306
439 292 260
440 248 309
441 369 341
442 256 352
443 241 268
444 286 313
445 301 265
446 330 276
447 307 335
448 238 258
449 256 259
450 243 300
451 336 377
452 309 269
453 256 285
454 259 358
455 378 378
456 273 382
457 266 369
458 251 247
459 237 305
460 259 305
461 259 394
462 265 396
463 240 338
464 311 284
465 257 236
466 268 243
467 276 335
468 382 389
469 365 256
470 281 351
471 242 309
472 254 236
473 259 364
474 362 360
475 279 378
476 233 330
477 321 264
478 266 328
479 375 256
480 271 347
481 350 237
482 255 247
483 321 326
484 248 374
485 398 248
486 333 245
487 305 256
488 367 368
489 270 256
490 382 395
491 387 386
492 320 368
493 266 274
494 398 328
495 325 318
496 286 261
497 381 242
498 345 246
499 398 335
500 242 309
501 397 238
502 323 255
503 283 305
504 318 288
505 282 290
506 377 302
507 327 279
508 268 324
509 270 263
510 394 390
511 398 299
512 391 235
513 301 339
514 388 287
515 338 385
516 246 267
517 299 271
518 309 299
519 395 271
520 372 238
521 233 254
522 388 253
523 310 352
524 399 288
525 237 310
526 295 309
527 232 332
528 387 359
529 257 327
530 299 377
531 240 374
532 318 363
533 344 288
534 372 241
535 377 393
536 262 366
537 328 282
538 341 347
539 382 255
540 322 256
541 240 251
542 256 289
543 374 335
544 244 316
545 372 288
546 378 383
547 256 280
548 314 380
549 277 344
550 316 347
551 336 261
552 236 389
553 247 341
554 233 346
555 379 385
556 288 381
557 394 248
558 347 321
559 390 319
560 393 265
561 398 316
562 249 331
563 236 332
564 239 374
565 399 340
566 249 277
567 365 345
568 351 270
569 291 302
570 231 391
571 247 247
572 274 315
573 400 304
574 290 374
575 271 256
576 291 247
577 305 310
578 353 276
579 339 280
580 277 263
581 254 397
582 377 310
583 283 305
584 300 254
585 235 241
586 319 389
587 354 376
588 370 310
589 328 344
590 273 378
591 348 354
592 282 255
593 258 305
594 252 251
595 248 279
596 337 328
597 353 295
598 311 238
599 264 374
600 296 351
601 393 384
602 377 262
603 299 293
604 294 313
605 236 252
606 311 399
607 325 288
608 256 246
609 271 291
610 286 295
611 301 313
612 312 278
613 339 272
614 311 390
615 303 262
616 312 285
617 267 267
618 353 304
619 385 399
620 394 398
621 569 540
622 544 418
623 460 559
624 418 424
625 565 564
626 468 432
627 506 511
628 608 539
629 538 443
630 524 437
631 459 481
632 456 536
633 497 501
634 556 452
635 404 572
636 448 564
637 456 424
638 593 441
639 589 556
640 478 447
641 575 477
642 557 430
643 547 451
644 616 539
645 540 466
646 415 469
647 467 606
648 524 524
649 561 558
650 560 580
651 493 504
652 456 594
653 619 551
654 593 442
655 543 462
656 426 495
657 451 567
658 405 543
659 416 518
660 541 507
661 413 563
662 441 527
663 583 462
664 571 407
665 536 538
666 494 593
667 523 504
668 450 466
669 407 539
670 535 617
671 475 585
672 542 483
673 555 577
674 607 527
675 537 616
676 584 476
677 578 596
678 568 487
679 590 475
680 406 594
681 588 432
682 485 597
683 589 565
684 570 526
685 605 456
686 466 616
687 560 544
688 619 523
689 494 596
690 530 602
691 529 475
692 492 427
693 476 476
694 520 559
695 583 513
696 520 450
697 409 456
698 590 458
699 510 422
700 529 571
701 607 422
702 476 450
703 488 425
704 601 616
705 539 433
706 417 445
707 604 565
708 596 504
709 584 527
710 592 431
711 592 517
712 538 505
713 485 486
714 483 575
715 523 538
716 569 605
717 526 514
718 458 401
719 524 607
720 422 533
721 475 541
722 453 466
723 560 473
724 525 402
725 460 568
726 464 456
727 432 602
728 547 491
729 472 413
730 459 469
731 411 436
732 412 454
733 563 465
734 469 523
735 475 459
736 562 606
737 459 593
738 548 506
739 451 616
740 585 454
741 455 552
742 540 417
743 521 559
744 437 607
745 564 614
746 459 500
747 577 600
748 458 552
749 442 517
750 545 408
751 617 568
752 456 406
753 432 602
754 612 442
755 488 543
756 406 516
757 434 484
758 466 608
759 487 509
760 429 489
761 460 595
762 549 514
763 609 471
764 412 549
765 486 564
766 421 553
767 469 594
768 489 573
769 569 499
770 578 561
771 614 575
772 580 459
773 493 485
774 408 544
775 440 533
776 446 541
777 558 616
778 449 489
779 584 465
780 428 577
781 573 572
782 475 410
783 586 412
784 528 424
785 616 462
786 606 582
787 609 521
788 453 412
789 486 515
790 617 460
791 491 469
792 485 589
793 437 589
794 481 487
795 584 460
796 600 520
797 473 615
798 544 548
799 481 459
800 403 620
801 429 473
802 423 412
803 535 432
804 556 485
805 611 484
806 463 455
807 422 603
808 437 509
809 475 533
810 572 449
811 446 499
812 553 551
813 468 409
814 594 464
815 550 580
816 593 504
817 563 559
818 607 493
819 539 419
820 598 464
821 554 523
822 544 569
823 613 534
824 588 587
825 608 550
826 475 412
827 614 432
828 538 588
829 477 464
830 583 435
831 557 533
832 489 453
833 437 484
834 472 512
835 433 519
836 448 544
837 617 579
838 535 480
839 610 608
840 534 591
841 506 532
842 545 475
843 612 453
844 412 581
845 618 442
846 612 421
847 619 581
848 437 460
849 540 599
850 550 480
851 465 539
852 524 544
853 546 586
854 586 581
855 407 441
856 416 618
857 502 526
858 619 468
859 425 418
860 510 549
861 557 557
862 453 491
863 530 507
864 520 498
865 527 474
866 572 455
867 517 502
868 448 542
869 616 481
870 593 561
871 524 404
872 403 504
873 403 475
874 565 426
875 485 437
876 449 422
877 474 458
878 535 578
879 526 457
880 438 533
881 556 434
882 418 547
883 429 454
884 481 562
885 427 583
886 530 426
887 580 475
888 440 415
889 478 478
890 569 454
891 850 832
892 691 690
893 843 668
894 793 818
895 722 629
896 705 649
897 715 884
898 711 697
899 644 741
900 791 709
901 772 695
902 647 631
903 780 662
904 886 709
905 832 799
906 710 753
907 724 758
908 764 800
909 803 657
910 715 793
911 766 625
912 723 749
913 874 756
914 727 632
915 859 743
916 821 780
917 633 772
918 803 867
919 829 787
920 784 702
921 831 717
922 777 731
923 691 626
924 767 779
925 856 727
926 764 880
927 628 705
928 761 669
929 813 624
930 703 680
931 809 752
932 692 725
933 687 685
934 871 799
935 673 855
936 845 718
937 833 750
938 629 675
939 841 681
940 848 740
941 757 785
942 871 811
943 860 870
944 828 796
945 730 737
946 832 794
947 833 713
948 716 677
949 831 845
950 743 878
951 801 655
952 670 691
953 793 667
954 733 632
955 835 830
956 719 678
957 729 717
958 815 747
959 794 837
960 753 681
961 734 752
962 673 752
963 876 631
964 772 801
965 639 800
966 861 862
967 835 699
968 698 753
969 650 792
970 825 629
971 842 773
972 659 797
973 794 863
974 713 889
975 776 659
976 855 786
977 775 769
978 641 658
979 692 803
980 798 849
981 712 714
982 861 885
983 866 656
984 630 800
985 720 683
986 786 699
987 735 753
988 830 846
989 649 656
990 664 854
991 642 701
992 776 697
993 636 689
994 780 765
995 781 843
996 677 701
997 806 647
998 701 743
999 685 881
1000 856 818
1001 645 694
1002 645 754
1003 729 670
1004 767 834
1005 766 685
1006 792 701
1007 665 664
1008 678 841
1009 871 628
1010 800 683
1011 640 831
1012 631 813
1013 747 887
1014 828 797
1015 660 721
1016 873 646
1017 769 885
1018 709 820
1019 745 622
1020 649 770
1021 800 780
1022 703 729
1023 733 680
1024 734 799
1025 654 631
1026 726 753
1027 657 726
1028 860 634
1029 725 754
1030 733 771
1031 856 698
1032 832 735
1033 732 630
1034 834 685
1035 871 875
1036 797 842
1037 684 789
1038 691 822
1039 656 761
1040 776 802
1041 752 628
1042 849 702
1043 781 761
1044 856 879
1045 869 778
1046 752 851
1047 840 841
1048 868 760
1049 753 753
1050 768 882
1051 778 777
1052 733 854
1053 802 757
1054 726 622
1055 625 679
1056 728 851
1057 746 744
1058 621 829
1059 704 722
1060 872 889
1061 886 753
1062 833 720
1063 737 801
1064 882 877
1065 669 661
1066 709 802
1067 630 682
1068 827 860
1069 791 784
1070 659 669
1071 641 890
1072 743 752
1073 720 635
1074 754 868
1075 851 758
1076 812 777
1077 833 872
1078 631 695
1079 742 814
1080 831 707
1081 877 817
1082 640 868
1083 884 778
1084 844 867
1085 867 805
1086 632 721
1087 738 855
1088 828 627
1089 785 645
1090 859 748
1091 665 700
1092 644 657
1093 854 641
1094 698 690
1095 873 683
1096 854 782
1097 816 815
1098 626 708
1099 827 691
1100 724 855
1101 744 746
1102 698 727
1103 731 779
1104 831 833
1105 634 869
1106 735 648
1107 676 814
1108 826 804
1109 696 875
1110 848 657
1111 674 864
1112 771 679
1113 772 631
1114 805 773
1115 776 645
1116 877 851
1117 773 842
1118 639 673
1119 745 762
1120 822 745
1121 872 650
1122 867 803
1123 833 880
1124 775 811
1125 688 834
1126 858 649
1127 630 875
1128 833 861
1129 826 662
1130 791 824
1131 852 778
1132 634 830
1133 792 655
1134 867 810
1135 760 869
1136 741 756
1137 746 732
1138 782 886
1139 629 835
1140 742 693
1141 709 835
1142 766 662
1143 799 778
1144 744 708
1145 771 807
1146 876 653
1147 682 640
1148 890 772
1149 678 769
1150 740 697
1151 755 720
1152 844 642
1153 777 843
1154 759 799
1155 689 831
1156 666 800
1157 691 753
1158 803 790
1159 852 825
1160 807 633
1161 661 865
1162 880 750
1163 779 851
1164 785 792
1165 630 682
1166 758 864
1167 727 741
1168 664 711
1169 828 808
1170 726 734
1171 702 726
1172 656 803
1173 696 809
1174 697 786
1175 684 855
1176 853 633
1177 831 717
1178 735 774
1179 877 825
1180 850 714
1181 680 847
1182 883 737
1183 770 675
1184 701 655
1185 779 864
1186 700 637
1187 637 817
1188 772 788
1189 847 827
1190 738 861
1191 688 816
1192 861 860
1193 843 825
1194 672 825
1195 730 621
1196 672 704
1197 815 794
1198 874 699
1199 825 722
1200 806 841
1201 858 737
1202 841 814
1203 880 793
1204 733 783
1205 666 848
1206 630 645
1207 862 820
1208 710 735
1209 703 843
1210 682 745
1211 1148 946
1212 984 1190
1213 1128 947
1214 1159 938
1215 1128 1114
1216 1003 1034
1217 1037 1166
1218 983 968
1219 1174 944
1220 1186 1169
1221 909 1096
1222 1202 1130
1223 959 917
1224 1201 1188
1225 1078 917
1226 1078 1097
1227 1197 1048
1228 1083 1148
1229 1029 1002
1230 903 1078
1231 905 1205
1232 956 1135
1233 917 1113
1234 1002 1063
1235 925 1026
1236 1122 1130
1237 1106 925
1238 915 961
1239 1064 1185
1240 939 906
1241 913 953
1242 974 1117
1243 1207 1171
1244 955 1155
1245 1011 1047
1246 971 1062
1247 942 1010
1248 1045 1083
1249 952 1208
1250 1099 1157
1251 998 921
1252 1147 1088
1253 1129 1007
1254 1067 991
1255 1054 1075
1256 931 1170
1257 956 1073
1258 1204 1084
1259 1065 954
1260 893 1196
1261 1001 1180
1262 1126 1153
1263 1180 995
1264 896 1180
1265 1095 949
1266 921 1093
1267 1179 1141
1268 967 1163
1269 1184 1093
1270 1146 976
1271 999 940
1272 1033 921
1273 970 1189
1274 1143 946
1275 1020 970
1276 1048 1059
1277 891 895
1278 1020 938
1279 1193 1074
1280 1209 1020
1281 970 995
1282 1074 1076
1283 959 938
1284 1002 1199
1285 1151 978
1286 1192 1036
1287 1198 1191
1288 953 1165
1289 1150 936
1290 1050 1107
1291 933 1055
1292 1068 1170
1293 1194 1126
1294 1153 1092
1295 1131 905
1296 895 913
1297 1119 981
1298 1193 1083
1299 895 1059
1300 914 892
1301 1176 1010
1302 1164 971
1303 942 1203
1304 1124 1101
1305 1047 1109
1306 1014 1007
1307 1071 1092
1308 1045 1199
1309 1037 951
1310 1102 1157
1311 1038 1049
1312 1080 1186
1313 1053 948
1314 1199 1183
1315 1054 900
1316 1052 1161
1317 957 1065
1318 1055 933
1319 1047 1005
1320 1085 962
1321 1005 1169
1322 981 970
1323 894 966
1324 980 1207
1325 1009 982
1326 1054 1079
1327 989 1059
1328 1171 900
1329 943 942
1330 921 996
1331 908 996
1332 1155 1145
1333 996 1082
1334 1175 984
1335 1155 1201
1336 1074 1113
1337 1051 934
1338 1117 1078
1339 1017 1144
1340 1164 1033
1341 897 1205
1342 964 1197
1343 1158 972
1344 934 1137
1345 959 1154
1346 941 1066
1347 1025 1151
1348 956 917
1349 1003 1073
1350 1080 1110
1351 983 913
1352 1095 1198
1353 993 1162
1354 904 1164
1355 1160 1203
1356 956 934
1357 1174 1053
1358 1031 1084
1359 942 1039
1360 1045 964
1361 914 892
1362 1035 947
1363 914 1085
1364 1106 1187
1365 985 1132
1366 1133 1174
1367 1174 908
1368 1180 1183
1369 1095 1028
1370 935 911
1371 1181 910
1372 1080 926
1373 1155 1152
1374 1127 1165
1375 1067 926
1376 930 1163
1377 1071 905
1378 1183 922
1379 1121 1156
1380 1045 1002
1381 913 1036
1382 937 1060
1383 1077 1033
1384 1101 971
1385 1131 893
1386 1142 980
1387 951 1134
1388 1032 1113
1389 1143 1072
1390 964 1083
1391 928 1087
1392 931 1140
1393 1107 1023
1394 1023 992
1395 1189 1108
1396 1103 1097
1397 978 1044
1398 994 1015
1399 965 993
1400 978 1081
1401 1049 1068
1402 914 892
1403 1056 948
1404 937 1006
1405 1190 1123
1406 951 1154
1407 1147 994
1408 937 1062
1409 991 993
1410 947 1077
1411 937 1155
1412 1197 1143
1413 908 1144
1414 977 1133
1415 954 1026
1416 1167 1172
1417 1108 968
1418 1102 1055
1419 979 960
1420 1031 979
1421 1127 1190
1422 929 920
1423 1125 931
1424 1052 976
1425 1056 1054
1426 1107 1120
1427 1050 1116
1428 1023 1171
1429 904 1030
1430 990 1056
1431 1018 950
1432 1178 1061
1433 1130 1100
1434 990 1161
1435 1071 1019
1436 990 1136
1437 1115 1180
1438 1066 1171
1439 1171 1056
1440 919 1042
1441 929 1168
1442 1204 1187
1443 1126 944
1444 1131 946
1445 1070 1030
1446 1034 1116
1447 1111 1023
1448 910 1078
1449 998 1156
1450 980 1016
1451 1173 1049
1452 1019 961
1453 988 1032
1454 1178 904
1455 1138 1038
1456 939 1208
1457 939 952
1458 991 947
1459 910 1168
1460 1203 1039
1461 1088 1130
1462 1061 1053
1463 1102 1026
1464 1068 968
1465 1130 1142
1466 1112 945
1467 973 1024
1468 906 923
1469 906 1099
1470 1042 1092
1471 894 1119
1472 1146 1011
1473 973 1113
1474 907 1072
1475 1114 1128
1476 1141 1119
1477 963 964
1478 930 1027
1479 980 921
1480 1128 977
1481 1102 1158
1482 972 968
1483 1016 1061
1484 1022 1113
1485 892 906
1486 916 1154
1487 1055 925
1488 1158 987
1489 892 1122
1490 952 1138
1491 917 932
1492 930 1185
1493 1103 1022
1494 915 1125
1495 915 1181
1496 930 1103
1497 1091 1162
1498 1030 1038
1499 1069 1027
1500 1034 1003
1501 894 937
1502 1203 937
1503 1162 1044
1504 1165 937
1505 1059 1179
1506 1084 1200
1507 898 1185
1508 1196 936
1509 891 927
1510 1181 1141
1511 1106 1094
1512 960 923
1513 960 948
1514 1086 892
1515 892 1167
1516 1026 972
1517 892 1158
1518 902 1024
1519 1016 1153
1520 979 923
1521 1070 1021
1522 937 1006
1523 998 1121
1524 962 1052
1525 920 1076
1526 1090 961
1527 1090 1095
1528 1113 946
1529 1040 894
1530 968 914
1531 1088 925
1532 1043 960
1533 1102 941
1534 1202 962
1535 920 1018
1536 1031 1094
1537 901 945
1538 1154 1097
1539 1107 1060
1540 1139 1209
1541 1090 1050
1542 1042 1004
1543 1208 1102
1544 1024 1045
1545 906 1096
1546 1140 1064
1547 1166 924
1548 1058 1150
1549 922 1209
1550 1175 1017
1551 919 1090
1552 898 1004
1553 1134 1042
1554 1030 1054
1555 1161 1174
1556 1163 1018
1557 988 1041
1558 945 1120
1559 940 933
1560 1027 1075
1561 1176 1136
1562 1065 1052
1563 1013 917
1564 1189 1056
1565 990 1106
1566 903 1069
1567 1163 1018
1568 1068 1065
1569 899 1198
1570 928 1134
1571 954 1065
1572 1046 928
1573 1079 992
1574 1208 1009
1575 1139 963
1576 966 1118
1577 977 1104
1578 1063 1057
1579 934 916
1580 1137 945
1581 1090 1201
1582 1105 1188
1583 1114 1104
1584 1195 964
1585 1057 1182
1586 1197 1143
1587 896 1058
1588 1205 965
1589 1089 1196
1590 1081 983
1591 940 1007
1592 1070 1082
1593 953 1093
1594 1210 926
1595 893 1194
1596 1152 899
1597 1200 1167
1598 1153 1183
1599 1118 984
1600 891 1126
1601 975 1062
1602 1012 1034
1603 976 1189
1604 1072 1161
1605 982 974
1606 1180 1196
1607 957 1098
1608 1110 1192
1609 981 893
1610 1121 1123
1611 1181 1209
1612 1041 1176
1613 930 931
1614 1062 1156
1615 986 974
1616 963 1051
1617 955 1008
1618 987 1086
1619 1159 1142
1620 897 1043
1621 1004 919
1622 1123 943
1623 1171 1207
1624 1182 917
1625 1108 1198
1626 1209 1025
1627 1177 1149
1628 927 1146
1629 1046 1066
1630 1193 989
1631 1106 1177
1632 1042 1041
1633 926 975
1634 1067 943
1635 1170 1139
1636 1170 1055
1637 1041 1129
1638 949 1000
1639 997 921
1640 1084 895
1641 892 1110
1642 1110 968
1643 1077 1098
1644 1171 1186
1645 1194 1141
1646 912 1000
1647 988 985
1648 892 1031
1649 1105 1160
1650 1138 963
1651 1206 1179
1652 1183 1035
1653 958 1131
1654 1049 950
1655 1154 969
1656 1149 1154
1657 1121 1035
1658 1028 934
1659 910 1210
1660 917 1154
1661 1145 1157
